source,corpus,lang,length,unit_id,source_url,sentence_ids,text_sha256
Wikipedia,hin_wikipedia_2021_300K,hin,L5,8,http://hi.wikipedia.org/wiki/बुद्धचरित,9059 13398 14353 15386 16414,16b8b7bb1c1360e26761662ebb2280cd9c777208cb7c9dcab5cfe003f6287a61
Wikipedia,hin_wikipedia_2021_300K,hin,L20,8,http://hi.wikipedia.org/wiki/बुद्धचरित,9059 13398 14353 15386 16414 16420 16872 18633 21571 23690 32436 39355 39672 39751 45160 45257 45489 45785 45867 45916,628c249b7a2f0f3d3a13e3d50142eb9f5a9addee41d2da2b36022500125d949b
Wikipedia,hin_wikipedia_2021_300K,hin,L1,9,http://hi.wikipedia.org/wiki/वैशाली_की_नगरवधू,6717,c874bfe3e7f959260f9fb85253edf90309d56a62b8b147e99bc924002595895a
Wikipedia,hin_wikipedia_2021_300K,hin,L5,9,http://hi.wikipedia.org/wiki/वैशाली_की_नगरवधू,6717 9189 10228 12031 12254,281f6df1dc34956c1c3c8dcc5927b6b66abe8d77edbe2d017469e80324c04d35
Wikipedia,hin_wikipedia_2021_300K,hin,L20,9,http://hi.wikipedia.org/wiki/वैशाली_की_नगरवधू,6717 9189 10228 12031 12254 13678 14829 14830 14831 14832 16958 19074 19158 47423 63125 63325 64832 65084 67901 70250,2212768a74c980abf536fc00fd5643fd0b8a4b29eb34174140fa313472686716
Wikipedia,hin_wikipedia_2021_300K,hin,L1,10,http://hi.wikipedia.org/wiki/पिंक_फ़्लॉइड,10167,8c22b2d94a3a4d678603acc93f079b9277883cad21431d155edd7f96dcc493cf
Wikipedia,hin_wikipedia_2021_300K,hin,L5,10,http://hi.wikipedia.org/wiki/पिंक_फ़्लॉइड,10167 11801 17787 17991 22149,e2f42c0bbf5b507e786691d88c81adef8c956da1e3cd43b1b260b86cbd5b03d0
Wikipedia,hin_wikipedia_2021_300K,hin,L20,10,http://hi.wikipedia.org/wiki/पिंक_फ़्लॉइड,10167 11801 17787 17991 22149 23512 29367 31423 38239 47316 47389 48410 54812 55952 59977 61161 62996 64726 65746 65828,31db4550c75851f202bf11acf9be2662e5ee62a802163891f1c098fbfeb27282
Wikipedia,hin_wikipedia_2021_300K,hin,L1,11,http://hi.wikipedia.org/wiki/१८५७_का_प्रथम_भारतीय_स्वतंत्रता_संग्राम,125,459759001f04dbd15583ef4fc566c9173c4bb22e5502e97d157da3f062679780
Wikipedia,hin_wikipedia_2021_300K,hin,L5,11,http://hi.wikipedia.org/wiki/१८५७_का_प्रथम_भारतीय_स्वतंत्रता_संग्राम,125 3119 6117 6257 7849,146a4c481a4cb848becf483163a32658c7dc1cb45b051f7baa6d314059f7ed27
Wikipedia,hin_wikipedia_2021_300K,hin,L20,11,http://hi.wikipedia.org/wiki/१८५७_का_प्रथम_भारतीय_स्वतंत्रता_संग्राम,125 3119 6117 6257 7849 7994 8337 13499 17243 17252 17255 17258 17261 23754 25978 29531 37879 40000 40478 41432,c2148982298ce44dae91ddaa482841b118fbec3010149290cba56003be2fa6c1
Wikipedia,hin_wikipedia_2021_300K,hin,L1,13,http://hi.wikipedia.org/wiki/जातक,6632,3beb2b8890a126709f04a4d322b8bce7f4ef2021c6dc155996315353a2b6d77b
Wikipedia,hin_wikipedia_2021_300K,hin,L5,13,http://hi.wikipedia.org/wiki/जातक,6632 7466 7648 7659 7689,81d5e1da4c3cb72b5057b82c83b3f02773c8bfc7530ca02159cf482a0491b9de
Wikipedia,hin_wikipedia_2021_300K,hin,L20,13,http://hi.wikipedia.org/wiki/जातक,6632 7466 7648 7659 7689 7690 7722 7751 7855 9717 10107 12477 14197 16800 17665 18959 20495 32323 40662 45116,04618b3453900a4c10e36c2371b6bfe9657530995812fe73e615d7bde5fb5b61
Wikipedia,hin_wikipedia_2021_300K,hin,L1,16,http://hi.wikipedia.org/wiki/खेल_द्वारा_शिक्षा,5906,747af43d75b36877fd3b2a4338673ce733a4bf1e4c8313a194b56823b5dc80a6
Wikipedia,hin_wikipedia_2021_300K,hin,L5,16,http://hi.wikipedia.org/wiki/खेल_द्वारा_शिक्षा,5906 7671 7673 9109 11488,6be2a12fada62fa9e98afdc1787ac7f03e5fb7e54fc59662637cf42b4598c251
Wikipedia,hin_wikipedia_2021_300K,hin,L20,16,http://hi.wikipedia.org/wiki/खेल_द्वारा_शिक्षा,5906 7671 7673 9109 11488 12459 13083 14360 17706 19397 22406 23084 23085 26818 30342 42787 47067 47161 47184 54071,aad4282ae83a8bb5d2db2cd7dff7c06885d09b54ba87dc48ecbd69481f639c31
Wikipedia,hin_wikipedia_2021_300K,hin,L1,18,http://hi.wikipedia.org/wiki/प्राचीन_आर्य_इतिहास_का_भौगोलिक_आधार,7993,8628d8ef37de700309b4403ac7d70c50ff8703bf14220d313f9edeec7eb1923b
Wikipedia,hin_wikipedia_2021_300K,hin,L5,18,http://hi.wikipedia.org/wiki/प्राचीन_आर्य_इतिहास_का_भौगोलिक_आधार,7993 8089 12910 13511 14068,f01dc28fdeabae255342ea09511e3427ff2c069a9c3a3bc294e894399aa9fb1c
Wikipedia,hin_wikipedia_2021_300K,hin,L20,18,http://hi.wikipedia.org/wiki/प्राचीन_आर्य_इतिहास_का_भौगोलिक_आधार,7993 8089 12910 13511 14068 15180 15429 15506 16227 16308 16309 16642 16702 18690 19570 23326 23349 27664 28407 29693,9b87003dcf94697c989105f447c166da155040d4261ab5f7d1db4aad313fefc6
Wikipedia,hin_wikipedia_2021_300K,hin,L1,21,http://hi.wikipedia.org/wiki/वेटिंग_फ़ॉर_गोडोट,10359,bc0816eaef005bddc0b3fbf7c8e446fa125906f20d431f9eb8bc3d59094132b5
Wikipedia,hin_wikipedia_2021_300K,hin,L5,21,http://hi.wikipedia.org/wiki/वेटिंग_फ़ॉर_गोडोट,10359 20180 22644 43895 44485,2ab93385a434eaa27d371375f9722e7c622a2db7e526a6c750fd8a4353d17085
Wikipedia,hin_wikipedia_2021_300K,hin,L20,21,http://hi.wikipedia.org/wiki/वेटिंग_फ़ॉर_गोडोट,10359 20180 22644 43895 44485 46453 50119 55292 56661 60616 68202 71583 72858 74798 77638 78910 79959 81677 81811 81812,c0844e992649abd2f99e41e1a0ffb69c419b0f562851ac54d41f69638c8475b1
Wikipedia,hin_wikipedia_2021_300K,hin,L1,22,http://hi.wikipedia.org/wiki/बिहार_का_मध्यकालीन_इतिहास,198,246646be077c7022bdc23e3be0610d3a598fdc6e7bbb3c11460e445879efbf55
Wikipedia,hin_wikipedia_2021_300K,hin,L5,22,http://hi.wikipedia.org/wiki/बिहार_का_मध्यकालीन_इतिहास,198 281 289 292 304,7382f928e27622df1b4fa8a3d9fb90c573394c3f72c7142de2180ba56e6b0d7b
Wikipedia,hin_wikipedia_2021_300K,hin,L20,22,http://hi.wikipedia.org/wiki/बिहार_का_मध्यकालीन_इतिहास,198 281 289 292 304 305 311 340 343 345 360 378 411 7787 9921 9958 12768 13309 16101 24622,1ffd9d55b38598e13d5f1fa33d33bcf40a30754fe23bf132f282fd4863cbf08c
Wikipedia,hin_wikipedia_2021_300K,hin,L1,23,http://hi.wikipedia.org/wiki/कार्निवल,8575,2f070138e612a8bb89d0cee577721e7b09978e5a814ca75543baa231ea7b22c9
Wikipedia,hin_wikipedia_2021_300K,hin,L5,23,http://hi.wikipedia.org/wiki/कार्निवल,8575 10647 28699 29136 31426,ed5cf8d9117112622cebb9dfb9de124ddbdc591e2c39f0bc179734d26d66a996
Wikipedia,hin_wikipedia_2021_300K,hin,L20,23,http://hi.wikipedia.org/wiki/कार्निवल,8575 10647 28699 29136 31426 31743 31747 32319 34003 34697 36800 37193 43140 43143 47341 57521 58238 60059 62518 78996,7d1f3d8291253ce869cb0b76544bc25769cf04c505bebf68dea4e1bfb712b383
Wikipedia,hin_wikipedia_2021_300K,hin,L1,26,http://hi.wikipedia.org/wiki/फ़्रान्सीसी_क्रान्ति,7294,8a09fb6608f8dd27a7e209a54d2a950d1d0cee912df3c3608b2d57323d754094
Wikipedia,hin_wikipedia_2021_300K,hin,L5,26,http://hi.wikipedia.org/wiki/फ़्रान्सीसी_क्रान्ति,7294 7585 7627 7714 7739,a0fe794c08a896defa378f7b34d93d7d7b97ccf221dcf31d0b4d21cc941ad3ae
Wikipedia,hin_wikipedia_2021_300K,hin,L20,26,http://hi.wikipedia.org/wiki/फ़्रान्सीसी_क्रान्ति,7294 7585 7627 7714 7739 7856 7900 10344 10348 13225 17423 17510 17708 21193 24397 28070 31490 31492 34243 40628,3db91e9632660be8b9a83da0d77d788d762772fa935ce332645ca7cefcee4514
Wikipedia,hin_wikipedia_2021_300K,hin,L1,27,http://hi.wikipedia.org/wiki/शुक्रनीति,7696,26e83cc301296b2e4c86069dff4de39167b2ee2384a14a98ed985afcc6dbedc2
Wikipedia,hin_wikipedia_2021_300K,hin,L5,27,http://hi.wikipedia.org/wiki/शुक्रनीति,7696 11207 32302 39494 40929,9e05ea3f64480805314e08eacce2b4aa0a5196e35f1405cfac92ecc404b89e25
Wikipedia,hin_wikipedia_2021_300K,hin,L20,27,http://hi.wikipedia.org/wiki/शुक्रनीति,7696 11207 32302 39494 40929 40993 45207 48136 48476 49298 50778 52077 56134 59762 60047 69465 83015 86176 90077 90614,a303249a40a29fedcd8f38c483b62bea8764ec3deba016895998b1e093f45228
Wikipedia,hin_wikipedia_2021_300K,hin,L1,28,http://hi.wikipedia.org/wiki/बुद्ध_और_बौद्ध_धर्म,10301,f3686f7c415babf07a695ddd6d6956ae71eabb67ea0036a9e0d60097c17acde0
Wikipedia,hin_wikipedia_2021_300K,hin,L5,28,http://hi.wikipedia.org/wiki/बुद्ध_और_बौद्ध_धर्म,10301 10621 16668 17402 18866,03270ae427d3d11e46707c2de17da7b0d783ea55d822fb917366b29bf0d97f4e
Wikipedia,hin_wikipedia_2021_300K,hin,L20,28,http://hi.wikipedia.org/wiki/बुद्ध_और_बौद्ध_धर्म,10301 10621 16668 17402 18866 19075 24092 25016 26008 32054 32618 38657 42121 43063 43687 45136 45138 45514 45546 45875,2ba686f573a52c441175b22d2e9d762894a8a2494023193a4d08681c6c85c545
Wikipedia,hin_wikipedia_2021_300K,hin,L1,29,http://hi.wikipedia.org/wiki/जीवबहुलक,8397,5616203fcc95295377820674cee04a634506cb2131a9fe751f59ba6bb5ee918c
Wikipedia,hin_wikipedia_2021_300K,hin,L5,29,http://hi.wikipedia.org/wiki/जीवबहुलक,8397 10753 12481 14327 15559,fb6f1d0d681dda0050e57af4c1f209d170bee2cb5ec5a2f16dd0ebed9f68f86c
Wikipedia,hin_wikipedia_2021_300K,hin,L20,29,http://hi.wikipedia.org/wiki/जीवबहुलक,8397 10753 12481 14327 15559 15952 16535 19413 23146 27168 28678 30897 36188 36776 36934 37405 40147 40605 40643 42942,46c2c2a01d394201a3fcda26601100ad29299389b4327089ecaa5d9b1586fa63
Wikipedia,hin_wikipedia_2021_300K,hin,L1,30,http://hi.wikipedia.org/wiki/हैरी_पॉटर_में_प्रयोग_की_गयी_जादुई_वस्तुएं,22209,1dfbaaf36b92f35a845199c9671d9c697fce24bebd36d7a2c4e9756e3b4f4ed0
Wikipedia,hin_wikipedia_2021_300K,hin,L5,30,http://hi.wikipedia.org/wiki/हैरी_पॉटर_में_प्रयोग_की_गयी_जादुई_वस्तुएं,22209 22875 29397 29949 34582,cee0b976a51dbd6e7ac9c1ea097698f65494e55e9dddacb50ddd2e8fa9947f8e
Wikipedia,hin_wikipedia_2021_300K,hin,L20,30,http://hi.wikipedia.org/wiki/हैरी_पॉटर_में_प्रयोग_की_गयी_जादुई_वस्तुएं,22209 22875 29397 29949 34582 35652 38053 42060 44628 45041 48336 48372 55020 79642 81088 81947 82672 83983 83984 84452,b53659e68029a0842cf49120a60c20efb45b4e2560548d509c37d85ee7112aca
Wikipedia,hin_wikipedia_2021_300K,hin,L1,31,http://hi.wikipedia.org/wiki/खाप,124,ab5bb41fb634b7a50159915e53815cf1e407f3884e8ca7f9e6a62863ba9eb818
Wikipedia,hin_wikipedia_2021_300K,hin,L5,31,http://hi.wikipedia.org/wiki/खाप,124 2481 10537 13643 14329,fb1a315b462cf669f963fa525982a071896dcb4451855a3d8d6b3df418597768
Wikipedia,hin_wikipedia_2021_300K,hin,L20,31,http://hi.wikipedia.org/wiki/खाप,124 2481 10537 13643 14329 17614 19389 19528 19924 19954 20766 24737 24794 30665 42301 45073 46012 46633 47860 48458,19884a5f20bf258f293fb74d1297db47e3921f52ec9f2a44809cd30589a0be36
Wikipedia,hin_wikipedia_2021_300K,hin,L1,32,http://hi.wikipedia.org/wiki/२०१९_क्रिकेट_विश्व_कप,12754,9d563e0e17c02f90cd251bef698e259e0049667ec4edc0a14c19e7593854e65d
Wikipedia,hin_wikipedia_2021_300K,hin,L5,32,http://hi.wikipedia.org/wiki/२०१९_क्रिकेट_विश्व_कप,12754 30696 39576 39640 39689,396c8493ed11100616f304e28a53f6389321a8ef1b435abfd951decf514f2aca
Wikipedia,hin_wikipedia_2021_300K,hin,L20,32,http://hi.wikipedia.org/wiki/२०१९_क्रिकेट_विश्व_कप,12754 30696 39576 39640 39689 39690 39902 48432 49664 49668 49669 49672 49673 49674 49676 49677 49678 49679 49681 49682,d898eb13af40a5a687d18e4f4f5af1beae1ffed230c7788a13bcc2fc638d517a
Wikipedia,hin_wikipedia_2021_300K,hin,L1,35,http://hi.wikipedia.org/wiki/विनोबा_भावे,6886,9aab2109dff5113520f5ceec406af0b84d493daec9ec3e4f89b9e7516ca127f4
Wikipedia,hin_wikipedia_2021_300K,hin,L5,35,http://hi.wikipedia.org/wiki/विनोबा_भावे,6886 10969 12080 12094 12887,3207bc13cf9a32fc6015f50720e4ca3eaf960fb2e88a8326c318498aa8cac846
Wikipedia,hin_wikipedia_2021_300K,hin,L20,35,http://hi.wikipedia.org/wiki/विनोबा_भावे,6886 10969 12080 12094 12887 18787 18998 23682 47127 58783 61671 61732 62240 64913 64941 66178 68191 68578 69089 70997,45645da277ea53ef64664c4569977a2d3ac56cffc562f38bcebaa221f56ced04
Wikipedia,hin_wikipedia_2021_300K,hin,L1,37,http://hi.wikipedia.org/wiki/क्रिया_विभव,5367,661ee2315b7aa377ea3a4f43bb3943957dffdc51cfa729e078d917e3a42f9a3b
Wikipedia,hin_wikipedia_2021_300K,hin,L5,37,http://hi.wikipedia.org/wiki/क्रिया_विभव,5367 10129 10432 17986 20060,ceaed139bf367da1cd3572a47eb332480c8c42db9f0f3a28e9dbc7606efcfa53
Wikipedia,hin_wikipedia_2021_300K,hin,L20,37,http://hi.wikipedia.org/wiki/क्रिया_विभव,5367 10129 10432 17986 20060 22584 22586 24956 28855 28929 36925 41343 41390 42137 43120 47244 50718 50752 50763 50993,b61dfb3ca109d624ab633eac53f4c9ed8cccb1242f6df32d42e23a435157659f
Wikipedia,hin_wikipedia_2021_300K,hin,L1,39,http://hi.wikipedia.org/wiki/विवाह_संस्कार,8933,2cb99092b5629f2edfef56c7617fadce309aede6393eaf4b53ee70ace44fa507
Wikipedia,hin_wikipedia_2021_300K,hin,L5,39,http://hi.wikipedia.org/wiki/विवाह_संस्कार,8933 10293 10660 10795 10903,7c15a388f9441ac5dee86b9a52234a800389c9e9e52effb4f0319bc064096963
Wikipedia,hin_wikipedia_2021_300K,hin,L20,39,http://hi.wikipedia.org/wiki/विवाह_संस्कार,8933 10293 10660 10795 10903 13222 15160 15680 16293 19839 23702 23882 24908 38667 39396 39406 40428 41373 45621 45688,893d70aa0e02a0b9a15edbd844e25cd04090ae709a5bf9e703d49e0e0e7f0a18
Wikipedia,hin_wikipedia_2021_300K,hin,L1,40,http://hi.wikipedia.org/wiki/अली_इब्न_अबी_तालिब,5605,e3ba2d5edd550133b5fe549a3eeeac1a55fafa9a98f8b99fe738beccf8c89483
Wikipedia,hin_wikipedia_2021_300K,hin,L5,40,http://hi.wikipedia.org/wiki/अली_इब्न_अबी_तालिब,5605 6211 8775 11758 13570,4de255ba5e833404273455074e5e42afbf8e95f120eaea14e8183437aa5ee007
Wikipedia,hin_wikipedia_2021_300K,hin,L20,40,http://hi.wikipedia.org/wiki/अली_इब्न_अबी_तालिब,5605 6211 8775 11758 13570 13573 13574 13602 14367 14376 15009 15812 15815 15816 15817 15819 15820 15821 15822 15823,72c478eb791314d4c6b26ae60731415dc7ca92bef5b7f0ff7c4147162fb1c8a6
Wikipedia,hin_wikipedia_2021_300K,hin,L1,43,http://hi.wikipedia.org/wiki/भारत_में_इस्लाम,3857,ad1dfa7d50cf5d481aa2e34e3675e3816d0dbc757b7e6e7cf2319d4841c408c6
Wikipedia,hin_wikipedia_2021_300K,hin,L5,43,http://hi.wikipedia.org/wiki/भारत_में_इस्लाम,3857 3872 6751 8519 11983,385d4fbf987436cbbb47d613f99f3da45011e95cd1bdc4bb49da8dd02e973707
Wikipedia,hin_wikipedia_2021_300K,hin,L20,43,http://hi.wikipedia.org/wiki/भारत_में_इस्लाम,3857 3872 6751 8519 11983 14971 14972 14981 15168 16333 17003 17212 21360 27457 28604 30687 30689 31545 34073 40827,cc2b656c516ad656b72389889acb6632953b8086e81c11bea2e4c3e0ca693055
Wikipedia,hin_wikipedia_2021_300K,hin,L1,44,http://hi.wikipedia.org/wiki/क्लिंट_ईस्टवुड,13783,0ffa75a6786e25baa20f101167b805ec70ad0a5e08743baefda85faec2b6b539
Wikipedia,hin_wikipedia_2021_300K,hin,L5,44,http://hi.wikipedia.org/wiki/क्लिंट_ईस्टवुड,13783 30787 31349 37282 40050,43962f29261e056301e20e1dba0e2a133f879f45af25e2c0564f10866fcbdfd5
Wikipedia,hin_wikipedia_2021_300K,hin,L20,44,http://hi.wikipedia.org/wiki/क्लिंट_ईस्टवुड,13783 30787 31349 37282 40050 40539 43633 46806 59001 59002 59003 59004 59005 59006 59007 59008 59009 59010 59011 59012,3abe7e6da92596b444647cb7c5f04d7b5b3cedc84ce267483cfdf9d4383ac81d
Wikipedia,hin_wikipedia_2021_300K,hin,L1,47,http://hi.wikipedia.org/wiki/अमेरिकी_साहित्य,506,d8010aab5304fd625484361116fa913c85d62a13c0305b261014211a405608ab
Wikipedia,hin_wikipedia_2021_300K,hin,L5,47,http://hi.wikipedia.org/wiki/अमेरिकी_साहित्य,506 1444 1446 7436 9766,c9554a6939ff70aa026284bbc4688f94ae83a26d86ae890ad9cf6455b838ccc7
Wikipedia,hin_wikipedia_2021_300K,hin,L20,47,http://hi.wikipedia.org/wiki/अमेरिकी_साहित्य,506 1444 1446 7436 9766 10993 12471 13947 14243 14244 20145 20867 21013 23438 23439 24585 26552 34179 45817 50590,8df1a296c7004032a43b21dfa77bc213a29073a3d884cfa79c46a58c423bc423
Wikipedia,hin_wikipedia_2021_300K,hin,L1,49,http://hi.wikipedia.org/wiki/संस्कृत_काव्यशास्त्र_का_इतिहास,9937,e4b6239f2bc01ce60ed8c6d99e2868d8053cb22cd4192f73e05f385d64b011f7
Wikipedia,hin_wikipedia_2021_300K,hin,L5,49,http://hi.wikipedia.org/wiki/संस्कृत_काव्यशास्त्र_का_इतिहास,9937 13764 13765 13903 15926,c054b905e89a11e6a4a553dab01bc9e4f794e4fd718bfc3ab157b2b81446412a
Wikipedia,hin_wikipedia_2021_300K,hin,L20,49,http://hi.wikipedia.org/wiki/संस्कृत_काव्यशास्त्र_का_इतिहास,9937 13764 13765 13903 15926 15930 19076 19078 19093 19099 19105 19106 19110 19127 19147 19148 19149 19154 19157 20142,0b5fb5119dea5a7caea0c21d898430ebbf973d1ba3dfe84d30794fbd3ae2cb81
Wikipedia,hin_wikipedia_2021_300K,hin,L1,51,http://hi.wikipedia.org/wiki/कृष्ण_विवर,4147,d519ae07e08e093142dbf7b486b290f89508f1c57cc1f70e7c0f69d385ac7ace
Wikipedia,hin_wikipedia_2021_300K,hin,L5,51,http://hi.wikipedia.org/wiki/कृष्ण_विवर,4147 5828 8594 12382 13098,78e176ba23bd96b3125b5769f7f2cac5d14e728b86aa4324e0b5f26c9fbc152e
Wikipedia,hin_wikipedia_2021_300K,hin,L20,51,http://hi.wikipedia.org/wiki/कृष्ण_विवर,4147 5828 8594 12382 13098 16547 18263 27892 32268 33535 34950 35610 44226 45297 45984 50664 50714 50839 51455 52307,bba9dd390b772b2e2c5a5e3d805a161eb6c1853ff3bd139067c33e8370b6345c
Wikipedia,hin_wikipedia_2021_300K,hin,L1,52,http://hi.wikipedia.org/wiki/मेगाडेथ,4810,63151a111cf45cef3dd01e3ec36b217ef1ec565cb248fb955ce45eef2a166cb8
Wikipedia,hin_wikipedia_2021_300K,hin,L5,52,http://hi.wikipedia.org/wiki/मेगाडेथ,4810 11519 16773 27956 30882,98dc79777b062d8e79b3315c7dc66c7cb7abf54d5d037ab17468d1d7c6c64a2f
Wikipedia,hin_wikipedia_2021_300K,hin,L20,52,http://hi.wikipedia.org/wiki/मेगाडेथ,4810 11519 16773 27956 30882 41831 53678 61783 65494 70330 71783 81140 81148 81153 81175 81981 84017 84891 87585 92299,26441781473cfe084df4be96e309475de0c8d4c2e5f722cd547771ec113a71b9
Wikipedia,hin_wikipedia_2021_300K,hin,L1,53,http://hi.wikipedia.org/wiki/सैनिक_मनोविज्ञान,7327,7247c713553943e6a2408cbb55852fc07f005aed367ef83aa29acb00bcac01ca
Wikipedia,hin_wikipedia_2021_300K,hin,L5,53,http://hi.wikipedia.org/wiki/सैनिक_मनोविज्ञान,7327 7927 8251 12790 15493,277cc8b4bea014614623d784cb2b499584614532b433509aab3b1c8d2684d303
Wikipedia,hin_wikipedia_2021_300K,hin,L20,53,http://hi.wikipedia.org/wiki/सैनिक_मनोविज्ञान,7327 7927 8251 12790 15493 21214 23287 25327 28296 28571 29609 29889 31479 33596 34327 36204 36275 41441 44753 45450,f79d970dbd4de2eed11c01b450957b33f6ead1c437e31f04a68ded1eb9e7e49e
Wikipedia,hin_wikipedia_2021_300K,hin,L1,55,http://hi.wikipedia.org/wiki/ईस्टर,7410,0e3c05a4dc30884cd9ba01b213d36073802c3f8af1e3aa96f0a11d905f94ba46
Wikipedia,hin_wikipedia_2021_300K,hin,L5,55,http://hi.wikipedia.org/wiki/ईस्टर,7410 10172 18713 20951 22972,50d782f5f91304658b736111ab23408d1f8a4cd2b23ee504e89c29bb38c16f72
Wikipedia,hin_wikipedia_2021_300K,hin,L20,55,http://hi.wikipedia.org/wiki/ईस्टर,7410 10172 18713 20951 22972 23444 27373 31522 33519 38938 38955 44097 46487 47782 58894 58989 58991 58992 58993 58995,96f4c2cbd17900c101e393c0256c2054f9a7b53de772259422f636935cd3a68d
Wikipedia,hin_wikipedia_2021_300K,hin,L1,56,http://hi.wikipedia.org/wiki/राबर्ट_ओवेन,7822,c282435b506bb6e173e212d48574cc0a9f30e0382d9297c6c012ce7d51209034
Wikipedia,hin_wikipedia_2021_300K,hin,L5,56,http://hi.wikipedia.org/wiki/राबर्ट_ओवेन,7822 14602 33859 37895 47330,1273121f15e69d389b0b927560f5c5e8fb607546f6a4a4005e92141f9a74902d
Wikipedia,hin_wikipedia_2021_300K,hin,L20,56,http://hi.wikipedia.org/wiki/राबर्ट_ओवेन,7822 14602 33859 37895 47330 53223 55940 59354 63419 63790 65101 65267 65320 65658 67862 70833 71170 71194 71196 71458,3bcb3ec60a18d437708380d00b980c63685b30f85423e62627643019835c70e4
Wikipedia,hin_wikipedia_2021_300K,hin,L1,57,http://hi.wikipedia.org/wiki/नेतृत्व,7997,354cef351f0d66799c0659aa36732331265aa83dd8b369d3d8bb072572979aae
Wikipedia,hin_wikipedia_2021_300K,hin,L5,57,http://hi.wikipedia.org/wiki/नेतृत्व,7997 8452 8461 8470 8472,7f8441ba8a829893af8a3a3b142357bb8b42dd4c464c0a268ce19b802ec87a53
Wikipedia,hin_wikipedia_2021_300K,hin,L20,57,http://hi.wikipedia.org/wiki/नेतृत्व,7997 8452 8461 8470 8472 8473 9857 12890 16326 27207 27514 27517 40671 43223 45349 45962 50773 53200 53214 53215,1e67af0d4cc457e025bed319be23df5836cb2b410311679756da4ab0e8ac4b9b
Wikipedia,hin_wikipedia_2021_300K,hin,L1,60,http://hi.wikipedia.org/wiki/वाराणसी,108,c71e87cc0074794866fdcc052316488337541288821b096e0b07cd20ae2dbcd4
Wikipedia,hin_wikipedia_2021_300K,hin,L5,60,http://hi.wikipedia.org/wiki/वाराणसी,108 3003 7001 9904 15403,46d677e28dc71a0e542dc7b264c2b503be5412dd3a75e5d66a437663b414c582
Wikipedia,hin_wikipedia_2021_300K,hin,L20,60,http://hi.wikipedia.org/wiki/वाराणसी,108 3003 7001 9904 15403 16802 19465 24809 28459 30160 32201 42071 49835 52975 53446 57281 65480 73296 86688 91436,be870111722acd2e1ca7c60f3c17bfc401ba546b9be49b6179ba318f135d486d
Wikipedia,hin_wikipedia_2021_300K,hin,L1,65,http://hi.wikipedia.org/wiki/यूरोपीय_नाट्यशालाएँ,13232,74d0e458f5866de184a9c71c2a48661f086fb27f94b26e0db3d3044f77d7add2
Wikipedia,hin_wikipedia_2021_300K,hin,L5,65,http://hi.wikipedia.org/wiki/यूरोपीय_नाट्यशालाएँ,13232 13412 14208 23430 26400,f0bda9ea00feb32ca3186e4b4a797407648305e526ca23f01a4daab540f7e580
