length,unit_id,pred,score,hin_score_in_top5,top5
L1,2361,anp_Deva,0.9994299411773682,0.000586558657232672,"[[0.9994299411773682, ""anp_Deva""], [0.000586558657232672, ""hin_Deva""], [1.1516004633449484e-05, ""mai_Deva""], [1.118047657655552e-05, ""new_Deva""], [1.0223243407381233e-05, ""san_Deva""]]"
L1,2417,anp_Deva,0.8559673428535461,0.13580113649368286,"[[0.8559673428535461, ""anp_Deva""], [0.13580113649368286, ""hin_Deva""], [0.0023172497749328613, ""mai_Deva""], [0.0015880572609603405, ""new_Deva""], [0.0012655977625399828, ""mag_Deva""]]"
L1,2532,anp_Deva,0.6374937891960144,0.2168276309967041,"[[0.6374937891960144, ""anp_Deva""], [0.2168276309967041, ""hin_Deva""], [0.1383362114429474, ""awa_Deva""], [0.004645130131393671, ""mai_Deva""], [0.0010950298747047782, ""new_Deva""]]"
L1,2561,anp_Deva,0.8157853484153748,0.18156321346759796,"[[0.8157853484153748, ""anp_Deva""], [0.18156321346759796, ""hin_Deva""], [0.0020937323570251465, ""new_Deva""], [0.00043341825949028134, ""mar_Deva""], [0.00015006866306066513, ""mai_Deva""]]"
L1,2571,anp_Deva,0.9750450849533081,0.014393573626875877,"[[0.9750450849533081, ""anp_Deva""], [0.014393573626875877, ""hin_Deva""], [0.010189187712967396, ""awa_Deva""], [0.00016770036017987877, ""mai_Deva""], [0.00016454899741802365, ""new_Deva""]]"
L1,3013,hin_Deva,0.9679032564163208,0.9679032564163208,"[[0.9679032564163208, ""hin_Deva""], [0.027433263137936592, ""anp_Deva""], [0.0018334923079237342, ""mai_Deva""], [0.0014566642930731177, ""new_Deva""], [0.000855578575283289, ""awa_Deva""]]"
L1,3407,hin_Deva,0.9539319276809692,0.9539319276809692,"[[0.9539319276809692, ""hin_Deva""], [0.03610238432884216, ""anp_Deva""], [0.005371411796659231, ""mai_Deva""], [0.002137361094355583, ""awa_Deva""], [0.0018824228318408132, ""new_Deva""]]"
L1,3474,anp_Deva,0.6451659798622131,0.3343660533428192,"[[0.6451659798622131, ""anp_Deva""], [0.3343660533428192, ""hin_Deva""], [0.007067024242132902, ""mag_Deva""], [0.0062917484901845455, ""new_Deva""], [0.0037832483649253845, ""mai_Deva""]]"
L1,3651,hin_Deva,0.8359721899032593,0.8359721899032593,"[[0.8359721899032593, ""hin_Deva""], [0.15852880477905273, ""anp_Deva""], [0.003151289653033018, ""awa_Deva""], [0.0012739801313728094, ""mai_Deva""], [0.00042494339868426323, ""mag_Deva""]]"
L1,3964,hin_Deva,0.9959147572517395,0.9959147572517395,"[[0.9959147572517395, ""hin_Deva""], [0.0032050039153546095, ""anp_Deva""], [0.0008037079824134707, ""new_Deva""], [7.648846076335758e-05, ""bho_Deva""], [3.343745629535988e-05, ""awa_Deva""]]"
L1,4041,hin_Deva,0.7129762768745422,0.7129762768745422,"[[0.7129762768745422, ""hin_Deva""], [0.27386099100112915, ""anp_Deva""], [0.006329018156975508, ""bho_Deva""], [0.003675576765090227, ""mag_Deva""], [0.001432535471394658, ""mup_Deva""]]"
L1,5403,hin_Deva,0.4168950021266937,0.4168950021266937,"[[0.4168950021266937, ""hin_Deva""], [0.3551408648490906, ""anp_Deva""], [0.21472109854221344, ""awa_Deva""], [0.008017998188734055, ""mai_Deva""], [0.0037239640951156616, ""new_Deva""]]"
L1,5533,anp_Deva,0.9233534336090088,0.07011782377958298,"[[0.9233534336090088, ""anp_Deva""], [0.07011782377958298, ""hin_Deva""], [0.00542348250746727, ""awa_Deva""], [0.0010984463151544333, ""new_Deva""], [3.810710404650308e-05, ""mup_Deva""]]"
L1,5600,hin_Deva,0.9974350929260254,0.9974350929260254,"[[0.9974350929260254, ""hin_Deva""], [0.0013145302655175328, ""awa_Deva""], [0.0011355179594829679, ""anp_Deva""], [7.600556273246184e-05, ""new_Deva""], [7.139272202039137e-05, ""mai_Deva""]]"
L1,5639,awa_Deva,0.46180903911590576,0.10923425108194351,"[[0.46180903911590576, ""awa_Deva""], [0.4184491038322449, ""anp_Deva""], [0.10923425108194351, ""hin_Deva""], [0.007382878102362156, ""new_Deva""], [0.0012145150685682893, ""mai_Deva""]]"
L1,5766,anp_Deva,0.9165317416191101,0.08224891126155853,"[[0.9165317416191101, ""anp_Deva""], [0.08224891126155853, ""hin_Deva""], [0.0009713572799228132, ""new_Deva""], [0.00015909169451333582, ""awa_Deva""], [0.00010423383355373517, ""mai_Deva""]]"
L1,5931,hin_Deva,0.8636353611946106,0.8636353611946106,"[[0.8636353611946106, ""hin_Deva""], [0.11505015194416046, ""awa_Deva""], [0.020314788445830345, ""anp_Deva""], [0.0005102173890918493, ""mar_Deva""], [0.0003811653587035835, ""new_Deva""]]"
L1,6177,hin_Deva,0.9758539199829102,0.9758539199829102,"[[0.9758539199829102, ""hin_Deva""], [0.01245231181383133, ""anp_Deva""], [0.004306579474359751, ""mai_Deva""], [0.003654629224911332, ""awa_Deva""], [0.0015672397566959262, ""new_Deva""]]"
L1,6237,hin_Deva,0.9522972702980042,0.9522972702980042,"[[0.9522972702980042, ""hin_Deva""], [0.019503824412822723, ""anp_Deva""], [0.016516877338290215, ""awa_Deva""], [0.005256070289760828, ""mai_Deva""], [0.0026380871422588825, ""mup_Deva""]]"
L1,6259,hin_Deva,0.7429699301719666,0.7429699301719666,"[[0.7429699301719666, ""hin_Deva""], [0.2422492802143097, ""awa_Deva""], [0.01324732881039381, ""anp_Deva""], [0.001122814486734569, ""new_Deva""], [0.00032581508276052773, ""mag_Deva""]]"
L1,6492,hin_Deva,0.661089301109314,0.661089301109314,"[[0.661089301109314, ""hin_Deva""], [0.2435472458600998, ""anp_Deva""], [0.06859169900417328, ""awa_Deva""], [0.021689610555768013, ""bho_Deva""], [0.002645593835040927, ""mag_Deva""]]"
L1,6611,hin_Deva,0.987173318862915,0.987173318862915,"[[0.987173318862915, ""hin_Deva""], [0.004378108307719231, ""anp_Deva""], [0.0024737268686294556, ""awa_Deva""], [0.0014047272270545363, ""new_Deva""], [0.0012938245199620724, ""mai_Deva""]]"
L1,6818,anp_Deva,0.9717190861701965,0.01938602700829506,"[[0.9717190861701965, ""anp_Deva""], [0.01938602700829506, ""hin_Deva""], [0.008346527814865112, ""awa_Deva""], [0.00047403466305695474, ""bho_Deva""], [9.769923781277612e-05, ""mai_Deva""]]"
L1,6855,hin_Deva,0.9796724915504456,0.9796724915504456,"[[0.9796724915504456, ""hin_Deva""], [0.015728434547781944, ""anp_Deva""], [0.0019282590365037322, ""mai_Deva""], [0.0011099845869466662, ""awa_Deva""], [0.0008798803319223225, ""new_Deva""]]"
L1,6917,hin_Deva,0.646655261516571,0.646655261516571,"[[0.646655261516571, ""hin_Deva""], [0.34519803524017334, ""anp_Deva""], [0.004217195324599743, ""mai_Deva""], [0.0028714388608932495, ""awa_Deva""], [0.0007117100758478045, ""new_Deva""]]"
L1,7002,anp_Deva,0.9886436462402344,0.008123276755213737,"[[0.9886436462402344, ""anp_Deva""], [0.008123276755213737, ""hin_Deva""], [0.003250103909522295, ""new_Deva""], [1.930201869981829e-05, ""awa_Deva""], [1.208832054544473e-05, ""san_Deva""]]"
L1,7033,hin_Deva,0.9575306177139282,0.9575306177139282,"[[0.9575306177139282, ""hin_Deva""], [0.04108855500817299, ""anp_Deva""], [0.0004358611477073282, ""new_Deva""], [0.00041508435970172286, ""awa_Deva""], [0.0003832146758213639, ""mai_Deva""]]"
L1,7226,anp_Deva,0.5079912543296814,0.10450168699026108,"[[0.5079912543296814, ""anp_Deva""], [0.3704461455345154, ""mag_Deva""], [0.10450168699026108, ""hin_Deva""], [0.010949588380753994, ""bho_Deva""], [0.0037306647282093763, ""mai_Deva""]]"
L1,7434,anp_Deva,0.8640943765640259,0.13279257714748383,"[[0.8640943765640259, ""anp_Deva""], [0.13279257714748383, ""hin_Deva""], [0.001818524906411767, ""mag_Deva""], [0.0011089884210377932, ""new_Deva""], [0.0001366277429042384, ""awa_Deva""]]"
L1,7450,hin_Deva,0.9537652134895325,0.9537652134895325,"[[0.9537652134895325, ""hin_Deva""], [0.027278831228613853, ""hne_Deva""], [0.007430553436279297, ""mag_Deva""], [0.003553368616849184, ""kas_Deva""], [0.0024589018430560827, ""anp_Deva""]]"
L1,7643,anp_Deva,0.9824270009994507,0.01714983396232128,"[[0.9824270009994507, ""anp_Deva""], [0.01714983396232128, ""hin_Deva""], [0.0004106992273591459, ""new_Deva""], [4.387916487758048e-05, ""awa_Deva""], [1.3785836927127093e-05, ""san_Deva""]]"
L1,8109,hin_Deva,0.6087440252304077,0.6087440252304077,"[[0.6087440252304077, ""hin_Deva""], [0.3896978199481964, ""anp_Deva""], [0.0007189686293713748, ""bho_Deva""], [0.0005612605600617826, ""mai_Deva""], [0.00020193445379845798, ""awa_Deva""]]"
L1,8358,anp_Deva,0.7496294379234314,0.2473832219839096,"[[0.7496294379234314, ""anp_Deva""], [0.2473832219839096, ""hin_Deva""], [0.0015510325320065022, ""new_Deva""], [0.0012444672174751759, ""awa_Deva""], [9.310362656833604e-05, ""mai_Deva""]]"
L1,8735,anp_Deva,0.8611025810241699,0.12919366359710693,"[[0.8611025810241699, ""anp_Deva""], [0.12919366359710693, ""hin_Deva""], [0.007957544177770615, ""mai_Deva""], [0.0008993375231511891, ""bho_Deva""], [0.0003977343440055847, ""mag_Deva""]]"
L1,8802,anp_Deva,0.964162290096283,0.034853748977184296,"[[0.964162290096283, ""anp_Deva""], [0.034853748977184296, ""hin_Deva""], [0.00089423474855721, ""awa_Deva""], [6.552226841449738e-05, ""bho_Deva""], [5.097961548017338e-05, ""new_Deva""]]"
L1,8804,hin_Deva,0.8939999341964722,0.8939999341964722,"[[0.8939999341964722, ""hin_Deva""], [0.0388670489192009, ""awa_Deva""], [0.03845531493425369, ""bho_Deva""], [0.008949480019509792, ""mai_Deva""], [0.005620608106255531, ""anp_Deva""]]"
L1,8853,awa_Deva,0.9318386912345886,0.004924266133457422,"[[0.9318386912345886, ""awa_Deva""], [0.06265714764595032, ""anp_Deva""], [0.004924266133457422, ""hin_Deva""], [0.0002828644646797329, ""new_Deva""], [0.000184433811227791, ""sck_Deva""]]"
L1,8996,hin_Deva,0.9585930705070496,0.9585930705070496,"[[0.9585930705070496, ""hin_Deva""], [0.03296203538775444, ""anp_Deva""], [0.003419257467612624, ""mai_Deva""], [0.0025348663330078125, ""awa_Deva""], [0.0019324886379763484, ""bho_Deva""]]"
L1,9108,anp_Deva,0.7036219239234924,0.28334707021713257,"[[0.7036219239234924, ""anp_Deva""], [0.28334707021713257, ""hin_Deva""], [0.004192529246211052, ""kas_Deva""], [0.00303887901827693, ""mai_Deva""], [0.0025026905350387096, ""mar_Deva""]]"
L1,9276,anp_Deva,0.9993013143539429,0.00034767366014420986,"[[0.9993013143539429, ""anp_Deva""], [0.00034767366014420986, ""hin_Deva""], [0.00029329804237931967, ""awa_Deva""], [5.659453017869964e-05, ""new_Deva""], [2.457907612551935e-05, ""mai_Deva""]]"
L1,9583,hin_Deva,0.698190450668335,0.698190450668335,"[[0.698190450668335, ""hin_Deva""], [0.29347753524780273, ""anp_Deva""], [0.0044677769765257835, ""awa_Deva""], [0.0013276537647470832, ""mag_Deva""], [0.0012125071370974183, ""new_Deva""]]"
L1,9687,hin_Deva,0.8991934061050415,0.8991934061050415,"[[0.8991934061050415, ""hin_Deva""], [0.06024785712361336, ""new_Deva""], [0.04040313884615898, ""anp_Deva""], [6.151456182124093e-05, ""mai_Deva""], [5.286728264763951e-05, ""bho_Deva""]]"
L1,10046,anp_Deva,0.8778494000434875,0.04549282416701317,"[[0.8778494000434875, ""anp_Deva""], [0.07370619475841522, ""awa_Deva""], [0.04549282416701317, ""hin_Deva""], [0.0014994835946708918, ""mai_Deva""], [0.001048122881911695, ""new_Deva""]]"
L1,10059,hin_Deva,0.7733685374259949,0.7733685374259949,"[[0.7733685374259949, ""hin_Deva""], [0.12992218136787415, ""anp_Deva""], [0.05070948973298073, ""mai_Deva""], [0.030154403299093246, ""awa_Deva""], [0.008951127529144287, ""new_Deva""]]"
L1,10121,anp_Deva,0.9998953342437744,0.0001242441067006439,"[[0.9998953342437744, ""anp_Deva""], [0.0001242441067006439, ""hin_Deva""], [1.02534932011622e-05, ""awa_Deva""], [1.017275826598052e-05, ""new_Deva""], [1.0007931450672913e-05, ""sck_Deva""]]"
L1,10180,hin_Deva,0.9268532395362854,0.9268532395362854,"[[0.9268532395362854, ""hin_Deva""], [0.05654812231659889, ""anp_Deva""], [0.009198547340929508, ""mag_Deva""], [0.005696350242942572, ""awa_Deva""], [0.0007890706183388829, ""bho_Deva""]]"
L1,10386,hin_Deva,0.7020323872566223,0.7020323872566223,"[[0.7020323872566223, ""hin_Deva""], [0.2941848039627075, ""anp_Deva""], [0.0016887894598767161, ""awa_Deva""], [0.0013024540385231376, ""new_Deva""], [0.0004683947190642357, ""mup_Deva""]]"
L1,10418,anp_Deva,0.8380013108253479,0.09809886664152145,"[[0.8380013108253479, ""anp_Deva""], [0.09809886664152145, ""hin_Deva""], [0.0572781078517437, ""awa_Deva""], [0.004959298763424158, ""new_Deva""], [0.0006905588088557124, ""mai_Deva""]]"
L1,10584,hin_Deva,0.9844925999641418,0.9844925999641418,"[[0.9844925999641418, ""hin_Deva""], [0.0052444892935454845, ""anp_Deva""], [0.003764967666938901, ""mai_Deva""], [0.003428539028391242, ""bho_Deva""], [0.002217646921053529, ""awa_Deva""]]"
L1,10600,hin_Deva,0.8711889386177063,0.8711889386177063,"[[0.8711889386177063, ""hin_Deva""], [0.12553870677947998, ""anp_Deva""], [0.0015400171978399158, ""new_Deva""], [0.0011683921329677105, ""awa_Deva""], [0.0003056184796150774, ""mai_Deva""]]"
L1,10607,hin_Deva,0.7364966869354248,0.7364966869354248,"[[0.7364966869354248, ""hin_Deva""], [0.15249262750148773, ""anp_Deva""], [0.1106295958161354, ""awa_Deva""], [0.00040989514673128724, ""new_Deva""], [1.918632369779516e-05, ""bho_Deva""]]"
L1,10698,anp_Deva,0.9222080111503601,0.07764904201030731,"[[0.9222080111503601, ""anp_Deva""], [0.07764904201030731, ""hin_Deva""], [0.00016991779557429254, ""awa_Deva""], [1.2063617759849876e-05, ""new_Deva""], [1.0307416232535616e-05, ""mag_Deva""]]"
L1,10893,anp_Deva,0.7907557487487793,0.20581674575805664,"[[0.7907557487487793, ""anp_Deva""], [0.20581674575805664, ""hin_Deva""], [0.0021416449453681707, ""new_Deva""], [0.0009763212874531746, ""awa_Deva""], [0.00016606366261839867, ""bho_Deva""]]"
L1,10903,hin_Deva,0.9752147793769836,0.9752147793769836,"[[0.9752147793769836, ""hin_Deva""], [0.013962402008473873, ""awa_Deva""], [0.0072569469921290874, ""mai_Deva""], [0.0016277345130220056, ""bho_Deva""], [0.0010506422258913517, ""anp_Deva""]]"
L1,10917,anp_Deva,0.9978512525558472,0.0017489442834630609,"[[0.9978512525558472, ""anp_Deva""], [0.0017489442834630609, ""hin_Deva""], [0.0003592812572605908, ""awa_Deva""], [7.939733768580481e-05, ""new_Deva""], [1.0422970262879971e-05, ""kas_Deva""]]"
L1,11134,anp_Deva,0.9991247057914734,0.0008900173706933856,"[[0.9991247057914734, ""anp_Deva""], [0.0008900173706933856, ""hin_Deva""], [1.2500457160058431e-05, ""awa_Deva""], [1.1767453543143347e-05, ""new_Deva""], [1.0863558600249235e-05, ""mai_Deva""]]"
L1,11145,hin_Deva,0.9370934367179871,0.9370934367179871,"[[0.9370934367179871, ""hin_Deva""], [0.06153811141848564, ""anp_Deva""], [0.0008473427733406425, ""awa_Deva""], [0.0002363146049901843, ""new_Deva""], [0.00022372088278643787, ""mai_Deva""]]"
L1,11188,hin_Deva,0.5294069051742554,0.5294069051742554,"[[0.5294069051742554, ""hin_Deva""], [0.4673142731189728, ""anp_Deva""], [0.0025737560354173183, ""awa_Deva""], [0.0006923352484591305, ""new_Deva""], [5.284858343657106e-05, ""bho_Deva""]]"
L1,11349,anp_Deva,0.5222944617271423,0.47287634015083313,"[[0.5222944617271423, ""anp_Deva""], [0.47287634015083313, ""hin_Deva""], [0.002794743748381734, ""awa_Deva""], [0.0008215591078624129, ""mai_Deva""], [0.00046747521264478564, ""mag_Deva""]]"
L1,11415,hin_Deva,0.6519920825958252,0.6519920825958252,"[[0.6519920825958252, ""hin_Deva""], [0.34364989399909973, ""anp_Deva""], [0.0036383317783474922, ""new_Deva""], [0.0006382539286278188, ""awa_Deva""], [9.934070112649351e-05, ""mai_Deva""]]"
L1,11826,anp_Deva,0.9842821359634399,0.015057723969221115,"[[0.9842821359634399, ""anp_Deva""], [0.015057723969221115, ""hin_Deva""], [0.00046764465514570475, ""awa_Deva""], [0.00010273524094372988, ""new_Deva""], [9.58215314312838e-05, ""mai_Deva""]]"
L1,11974,anp_Deva,0.9279638528823853,0.047822337597608566,"[[0.9279638528823853, ""anp_Deva""], [0.047822337597608566, ""hin_Deva""], [0.013728570193052292, ""awa_Deva""], [0.009278811514377594, ""new_Deva""], [0.0006350139155983925, ""bho_Deva""]]"
L1,12060,anp_Deva,0.7992016673088074,0.18723991513252258,"[[0.7992016673088074, ""anp_Deva""], [0.18723991513252258, ""hin_Deva""], [0.012298766523599625, ""awa_Deva""], [0.0004350212693680078, ""new_Deva""], [0.0003144450893159956, ""mai_Deva""]]"
L1,12129,hin_Deva,0.7624630331993103,0.7624630331993103,"[[0.7624630331993103, ""hin_Deva""], [0.21048374474048615, ""anp_Deva""], [0.02479240484535694, ""awa_Deva""], [0.0016888354439288378, ""new_Deva""], [0.00042967643821612, ""bho_Deva""]]"
L1,12153,anp_Deva,0.9077405333518982,0.09103631973266602,"[[0.9077405333518982, ""anp_Deva""], [0.09103631973266602, ""hin_Deva""], [0.0008562965085729957, ""awa_Deva""], [0.00018402673595119268, ""mai_Deva""], [0.00017479853704571724, ""new_Deva""]]"
L1,12354,hin_Deva,0.9318296909332275,0.9318296909332275,"[[0.9318296909332275, ""hin_Deva""], [0.05535932630300522, ""anp_Deva""], [0.010015083476901054, ""awa_Deva""], [0.0016491394490003586, ""bho_Deva""], [0.0006292798789218068, ""mag_Deva""]]"
L1,12424,anp_Deva,0.9998693466186523,4.705442188424058e-05,"[[0.9998693466186523, ""anp_Deva""], [0.00011207491479581222, ""awa_Deva""], [4.705442188424058e-05, ""hin_Deva""], [1.0726902473834343e-05, ""new_Deva""], [1.038416667142883e-05, ""mai_Deva""]]"
L1,12550,anp_Deva,0.99367755651474,0.003493091557174921,"[[0.99367755651474, ""anp_Deva""], [0.003493091557174921, ""hin_Deva""], [0.0027942119631916285, ""awa_Deva""], [4.0845035982783884e-05, ""bho_Deva""], [2.693851274671033e-05, ""mai_Deva""]]"
L1,12840,hin_Deva,0.9426883459091187,0.9426883459091187,"[[0.9426883459091187, ""hin_Deva""], [0.029008928686380386, ""mai_Deva""], [0.025513948872685432, ""anp_Deva""], [0.001614948851056397, ""kas_Deva""], [0.0004930082941427827, ""new_Deva""]]"
L1,13283,anp_Deva,0.9852104187011719,0.014291650615632534,"[[0.9852104187011719, ""anp_Deva""], [0.014291650615632534, ""hin_Deva""], [0.00026343774516135454, ""awa_Deva""], [0.00024426242453046143, ""new_Deva""], [3.647381527116522e-05, ""mag_Deva""]]"
L1,13313,hin_Deva,0.9432118535041809,0.9432118535041809,"[[0.9432118535041809, ""hin_Deva""], [0.025367852300405502, ""awa_Deva""], [0.02296019345521927, ""anp_Deva""], [0.003680899739265442, ""bho_Deva""], [0.0035094243939965963, ""mai_Deva""]]"
L1,13336,hin_Deva,0.673165500164032,0.673165500164032,"[[0.673165500164032, ""hin_Deva""], [0.3257155120372772, ""anp_Deva""], [0.0007097870693542063, ""mai_Deva""], [0.000207110948394984, ""awa_Deva""], [0.0001137327344622463, ""new_Deva""]]"
L1,13422,anp_Deva,0.8246927261352539,0.17100664973258972,"[[0.8246927261352539, ""anp_Deva""], [0.17100664973258972, ""hin_Deva""], [0.0036740503273904324, ""awa_Deva""], [0.0003545910876709968, ""mai_Deva""], [0.0001802189799491316, ""new_Deva""]]"
L1,13691,hin_Deva,0.7257126569747925,0.7257126569747925,"[[0.7257126569747925, ""hin_Deva""], [0.265868216753006, ""anp_Deva""], [0.004320248961448669, ""awa_Deva""], [0.0027742169331759214, ""new_Deva""], [0.0009407694451510906, ""mai_Deva""]]"
L1,13884,hin_Deva,0.7623388767242432,0.7623388767242432,"[[0.7623388767242432, ""hin_Deva""], [0.23024597764015198, ""anp_Deva""], [0.00667973468080163, ""awa_Deva""], [0.0004692180373240262, ""mai_Deva""], [0.0002128894266206771, ""new_Deva""]]"
L1,14086,anp_Deva,0.9471158385276794,0.04569621384143829,"[[0.9471158385276794, ""anp_Deva""], [0.04569621384143829, ""hin_Deva""], [0.006508880294859409, ""awa_Deva""], [0.0006201914511620998, ""new_Deva""], [5.304227306623943e-05, ""mai_Deva""]]"
L1,14526,hin_Deva,0.662760317325592,0.662760317325592,"[[0.662760317325592, ""hin_Deva""], [0.16849610209465027, ""anp_Deva""], [0.06524120271205902, ""bho_Deva""], [0.024492518976330757, ""mai_Deva""], [0.02116788923740387, ""awa_Deva""]]"
L1,14658,anp_Deva,0.5509366393089294,0.4456979036331177,"[[0.5509366393089294, ""anp_Deva""], [0.4456979036331177, ""hin_Deva""], [0.0018228467088192701, ""awa_Deva""], [0.0007836587028577924, ""new_Deva""], [0.0004244788142386824, ""mag_Deva""]]"
L1,14779,anp_Deva,0.8135389685630798,0.18447163701057434,"[[0.8135389685630798, ""anp_Deva""], [0.18447163701057434, ""hin_Deva""], [0.001769562833942473, ""new_Deva""], [9.460019646212459e-05, ""mai_Deva""], [8.583327144151554e-05, ""bho_Deva""]]"
L1,14823,hin_Deva,0.9388715028762817,0.9388715028762817,"[[0.9388715028762817, ""hin_Deva""], [0.05168723315000534, ""bho_Deva""], [0.006934203207492828, ""awa_Deva""], [0.0010271169012412429, ""anp_Deva""], [0.0006122553022578359, ""mai_Deva""]]"
