article,title,text_sha256
103,अफ्रीका केरौ विभाजन,d1c5ee6db774e7512b6024fac7fa3007d30b4e7cc418ca0a3ea84b01f236319a
104,अफ्रीकी भाषा,d19daa23462d8c099590be0114bb4a444a0d8c6fba0a2b87361feae2e4f5dc50
105,अबखाज़ भाषा,87ae50733bf6d158dbcfe81cf66b06acd02af5ee39d0c83f1797806f9d7a9ccd
106,अबखाजिया,61836955562e2272dafebf5df67a0d9384498bc6beef19c98c5794546ccfb37f
107,अब्दुलपुर,fe77b59db0052f0a7590e387506d6151c5f915b8dca4b5c5225d3530d24cfef2
108,अभिनूतन युग,f8752ce8671870a482ee775acca77768aef3a65958fee17642594a5fd2fa9daf
109,अभियांत्रिकी,e97f9b63121e24893df873bd610fa7da964bce5693e7842a0867938d566b2136
110,अमरपुर,b4b9cf3c2849ce3f961ada6e1be18ef969755bb6f78234eeed2a6ed527005223
111,अमरावती (राजधानी),bac204ebf0f39726fbaa79d188ce66009c24aaa1a3daa38fb7b48ff8be0bade4
112,अभयपुर,7ec278514f7fd3d12abbbdc8c002d296ccbaf7bc54f6191e8c4502d1cea0b2ef
113,अमरथ जमुई,52d2cdefb06745779f9725ec8dc4facddf361a9942fb8ad8a2feb4fe0d12bf41
114,अब्दुल्लानगर - भागलपुर अब्दुल्लानगर,f6a8f18cc8c5f77f05767b2b6893e645e4e304259ce4e161d6fb87babc416d71
115,अमरपुर - भागलपुर,d323fb2c3b3aa06086be6020457079636cb696fefdd237a1a72eaa6d8d7aadf7
116,अमरादुम दुमका,9f0c3949790ad0bc8e12b02bfd8ad60aba5b234f748334f2542fd2e76cc868f0
117,अफ्रीका के भूगोल,110a02168941466161b1960f9139f671ca04afc250ff7d5c1f4c2d97a55dab47
118,अमरीकी गृहयुद्ध,df64c09374ea5a869f556edad1316dd983f42b76420147d26f628c21645eb807
119,अमवा,f91fa0e0bd26533cb6ba1c4028789672b3be82c91439f902c0b8806ad56539bb
120,अमेजन नदी,a2e5eed3e9228781dd3b61535f4b3ff00def565338d829ec15c0b5f44ee35e63
121,अमेथिस्ट,5a348c929245f6c145b2146a2d833f97f82ff9b40f3c347e7ee04d2f9b8cb816
122,अमेरिका,9384333a1d820609c203615408c41f17190ec5419b48b1cf227b9b10b0dc5833
123,अमेरिका केरौ खोज,ebfe46355d72ec49ab07816342160954ba1f71131e7ee25ef260e720754b3301
124,अमेरिकी फुटबॉल,1facea4abda6dc36bdc0635619b0b2626da1f8921157a5a8b57fe1b58ed81683
125,अमेरिकी सामोआ,c801ee866b38df572f6cd62498255ef94695aa3e42d290941953a637294f87f6
126,अमेरिशियम,98348ae8303640bde5b2dc0907ed648902fa2fab463661dce0e2b789180df176
127,अम्ल,dc519ce4b399c81f2faf4256bb495e95253ec0c7168a298685a4d16a4a5b2c34
128,अमिताभ बच्चन,304088bb14d32cdf597636f1bbc7ee90d6a44c7b40a4d768db028b41e8dbbc12
129,अमीनपुर बांका,6c9e2d695f9d31fa783da3ba392cb726bc9314264413c74573666cf3035676e0
130,अम्बा भागलपुर,a8729b03f815e07437a134e6009f926ca468c719fc02430d8c2f480db9d08d90
131,अमारी जमुई,6f043508bd548aa402ed9cef9383f0b4d7657eb9818ebd357382ccc0d82eaa06
132,अमलगरिया दुमका,1ac9d7986d77ef2c193898d32c92e5d8c8f1d11a9dc3c3a86104f2d15823b55f
133,अमेरिकी लोक नाच,719eb4f788e26e1f5fb49ab7750d6970bddceda90dfabe40d828ae7dd7d88a6d
134,अम्हारिक भाषा,0d14f7c544db89391710360c3bf1d104c29d42dab80c0c48f0eef4107bc9d758
135,अयोध्या,b22f4123155cc66a0428612450996924136662a7007efbda898fd6ab1963858a
136,अयोध्या मुंगेर,98ae633fdbf4f4a4cfe076aea5ecece659c4cf14a315af01946513f654c6a369
137,अयोध्या वंश,da88b04fed3073cccb000617265146e61b32461f4d485ff617c2e78c4a1a3d18
138,अरब लीग,9bd31df009df4c58d147d8b79ab0761fc6989b3cfbfaeb38cebc02cb86f2cfb2
139,अरबी,42a06cd1c6188ba2f4356fdfaff2fb5b8d8918115c3f4e3e148ac44c763ef911
140,अररिया,bf6a544a6558a94f81fd0767dafd9587915a7e775ea53bee3d85d9e80d0d43a3
141,अररिया जिला,7406bbe62c89dd95385ec491e19dcd6531694055e6a56fff6c44e3ec7b5188e3
142,अरवल,89787d125068cbd2e052a38577ccf25e3963e66c2781a4cd292c5fbee0af8e21
143,अरवल जिला,aacc9ca277a025e419d837e1d66dc6988fe725f89694635c265b69cd86d82b63
144,अरस्तू,b8164e3ceec09d1bc26d1b867ee54273c22d091f9cd9db129e15b11b61093c18
145,अराजकता,2d1450fd1c1167b6b5914a972b18f76442693c4cc51f85614aa9b4f1535d31dd
146,अरसर जमुई,715b360bd957c44756955751ef814f6637738234b3aed014061094a049212bac
147,अराइज़ पॉइंट,6864ad5b12ef3716614cf99330bba33e0ca32e7b353ab98cfcdab68cf513cb56
148,अरुणाचल प्रदेश,b387b443d9274622c45bdd9806fdea132535e8ada62cfb74f0c4bc020381a9c3
149,अरूबा,d2e06ca4f419e436c03bc70b81854b427468e03fd816309f5e8927b066f1b229
150,अर्जेंटीना,091d6a50c051e0da3734035a0766ef3d65563aa1a5cabbe3843ff9840fedc70d
151,अर्थशास्त्र (ग्रन्थ),d5303244b1611c7463337136c8a130b495ab927a58c9e873f4dc39f6b624d2e1
152,अर्मेनियाई भाषा,b2e2df144b43658167e624c13accec38882414c450d8e08b3ce38412d9beb396
153,अलंकार (साहित्य),640b5ac5107e3b007fe792fbeb1dede9574b3517049324b06d223f43739d201e
154,अलिफ लैला,6b7975b5b7785bbeab2de19fc077dd8827be8b3a204f9cb74b9f207cce5c04f4
155,अलेक्जेंडर कनिंघम,49852bce13b3593a344952f7bbd6cf692f4e1a05ddfca14f3ba3039f3d9744ce
156,अल्जीरिया,7c976011cbfa5b7a43084b1f51b7e154554d810ffa33d38d8cf202b93e3414c9
157,अर्थशास्त्र,67e931d9b67a97f362b7ce64dfe7051733baf65ce9dcc4d2f071b027de26b3c5
158,अल्फ्रेड मार्शल,ec521c08a4839cfbbfd71779db6faee45e1c4b2b6fd7890726daa8ff6ccd8962
159,अलीपुर,7213d33ab5bf90b549edc56953352c5d0855dc7525ffee9e7da045476bbb766b
160,अलगजारा जमुई,0e64f9bf9819c97a29e23e0a99c98abddc85829e5ed93becb7d90d5ce7d5ebbb
161,अल्बानिया,41365ca4a40e225030a634bd73ef1117644e9770819a06354b2a690409a4f686
162,अल्बानियाई भाषा,cd39b20d8571d278fb884e7cab296ec4027c5f976dce974f735ff1e1533ab17e
163,अल्बेनियाई भाषा,cf127fa2ceada57c8e4ba5ca9900a10604f1b7430fd895ebca7730c3affca5e7
164,अवधी भाषा,11bff0b111fb12a107da5655c110dc4b3dc28696ec1e88634e3503b265c69968
165,अवसादन,48554b94e8bd7f00b4793d77b67cdda4c049b1af42d856eb9bebb6355de8dc41
166,अवेस्तन भाषा,1ad31619c0e54aa803ea868cb397f8e3d49ae54693a0cd4dcaf156ee654edcf5
167,अशनिंका भाषा,35390c810062a9ced3a947ac569c6466cb4ed08c0fa87411fd56c92162622012
168,अशियाचक,ab1e3b458a0da5c9dc1cc45c3be044e16bf5f87a0f4d4f0c3969803a60d243bd
169,अष्टाध्यायी,8649ce278ef859069f72f1a6aa06a64c78d6b547d633579a113e06820692cee2
170,असम,9fbd9046f97138a64c3617bf6158d829d3657368d9dc3cca50adeea9e9859a26
171,असमिया भाषा,760b5b78803d969ebe2e45d7193370d490ee5eca7f0132a552758969134f79be
172,असरफपुर,151656eba614b281efd4e41992435c36677ecb49479491638c7aa0993a8aaead
173,असनी बांका,02d32cef8d3b98a955568143bf06bdfc13a17ab733f113caffc57cdd8f226dee
174,अशरफपुर,d8a9db335686bd21352a8d9d2bbe1266fc31e17dfa0755891a7a81290cf4bbc7
175,असना दुमका,23a65915c9f062b5d5f78399588dc2cbf9b484f4aedcb99d94b256b951afbd20
176,असेंशियन द्वीप,2f4caa97410ff5139f4d8f40096215efe1e33a98e1b71d63915fa10f2c9f7d63
177,अस्तंडीह,731bd00509d1af107f1f8e01c15a0220d20c5baa0216e32ee96e145ce4ae901b
178,अहमदनगर,1a27117ef2cf3271a9375fda2e35eb6c8fefbce0df88d2e4f22a0c53bb9b9dc0
179,अहमदाबाद,de5d0eeac428b27edb2d2098b738b4b3f25361a63b4a8140c3e843c384fd0f0e
180,अहिराणी भाषा,71d55b6bbbe7a542d9647c3ee9d6fd3493e49cc94b6edf2d16a16c44d4be8d88
181,आँख,b7b11ac6a36cff2a18c4aaf8125edb88c27e37e1070a8b61621d6c2d2156e44e
182,आँचल (1960 फ़िल्म),3766cff72eef889ff40d5598bdf54a14068e206bcfbc80f4442dd117382bad6b
183,आँत,3ce86cb19cdef5e893db39dd91188b69a6414ee4aacf1747bad28f366ce04114
184,आंतरिक क्रोड,aa260826fab4d6a7da11d26bdfea860f52120fe5c18e24529d728c63d83ff0c2
185,आंदोलन के कारण,90a0909342cbd0167d144b47a8e056955a40aa0a5d57ae9aa85943a2aa4f357a
186,आंदोलन के परिणाम,b28e4a7a60aea73e700745e238b6d293262815c91a5fe24db1659d76b56a2bf4
187,आंदोलन के शुरुआत,0abebbdb98c3286eed04e0886012de86dedae7890c4f5c50465f885bb956369e
188,आंध्र प्रदेश,d18f99329afb1a8bd97f0e5fdf1caa93a2d1a72633c004e73ef7c64f6770c551
189,असियाचक,6534675e0abb451cd6413772d27140b693d89a122c0537531748b9609661ff2a
190,अस्तांडीह,36ac0c82b42f2bf76d01680982016b7c59a0308a078cb2a16b8f3c7a36347afc
191,असवान,b297db98a30d39728c13df6e0047bd7beeef14f57ea1c42e3be92625de36c08e
192,अस्ता जमुई,237ad93051ab514aa52fd61ccfd0d44910393ca037afab1f7fce328fc4df2382
193,असुरदाहा दुमका,7ef9cae6f8ea18a5cbaa7416ad7b0cb5507c53f767fef66d0cdbe3a5e8536ce5
194,अहोम लिपि,c94056f331ca2993fef951dea98850284b449c00827b977fee62ec891e89df65
195,आइंस्टीनियम,424190e2b014a3bc8e8558e44f45500528bc7972a7a593dbdc44372f30ce105b
196,आइजक न्यूटन,864b9f1ba6448be8580d5a539ef19c0166f6c5ce4a8d2e396f8249f1f4407fc6
197,आइजोल,b50c882378ab6fcc7c9f4798e719ff081900ef253d6b060e2ee68776de45036e
198,आइभरी कोस्ट,16d9fc742d7c66c5fd5e89768f7b963c5cceb39ef4cc9e0195237908e8b870f1
199,आइल ऑफ मैन,be4f8134c3c66ba3136ac915c2f1cb64bfa2d68bbb872a1677a8a0bd6c2cc52e
200,आइवरी कोस्ट,2170efca76da6870e690351aaf91cafd2e1ca64fda76064fdda3c1ce4c180e32
201,आइसलैंड,0e5ce707c84c35c631e9502a6164c933d263617621bdef50fbe2a633f4ce1ae9
202,आइसलैंडिक भाषा,f558b566ec1e60f5a04a1de504e3dcac076742e9daf3a21e457806768c1a36cb
203,आइसलैंडिक सांकेतिक भाषा,78ec0de28497609207227f66343365e419532df5c54fed8802bc410feb0d9f09
204,आइसलैण्ड,a7310bc84c7da0e274eafcbb838875e0a85c3b62e223a21808d0b4d52bb098fc
205,आइसलैण्ड/(अल्पिंगी),a02e1de8d81013be368e6288490fdb4a936e71f87e4fcb79911385a3b6645bc1
206,आइसलैण्ड (अल्थिन्ग),959bfb940f548e9e807bc074883548a5255ae0d09311c8a352c995d01af4ae73
207,आइसलैण्ड (उपग्रह चित्र),c760ea28a3ba6594903dd59724a8d7f7f33bf71512342c4af7a3f6dd851123a2
208,आइसलैण्ड (डेनमार्क),1c958f983e7e4aaabed76020156ebef48aa5bcce4d0681d5c71d67e57d544234
209,आइसलैण्ड (डेनमार्क/),901c807adc5eeeb7ca6ee0f2b3ae336b5c8292180c8a1fd25abde17b6bc5a90b
210,आइसलैण्ड (द्वितीय विश्व युद्ध के बाद),0322c47603760a5cf8f368587d5d21da2ead302f24c76421d98a614ebd17e462
211,आइसलैण्ड (निर्वाचन क्षेत्र),bb7ba77f933480e1ab7ba7aa2f90142b7cf1217d376b6b0ffe3a09b59aec60b9
212,आंसू,aa5e4175d6fd3ef76aadeeb7fc02c8ff9a5508e210814bcd9c7d8ea90a095310
213,आइएसबीएन,7ae12d2df61d83d6dde1108a32f6a03a67fab4750f74b0bafe748d2509aa2b07
214,आइसलैण्ड (पहाड़),39fc9b71536af0d903bf3ede236bf71012ec3c8b8142a60ed93ebb86d37a20f1
215,आइसलैण्ड (राष्ट्रपति),dd187e6d95500b455b16c6a24c8eb7fdf32b1fa6f90386ceff412862a0b23d80
216,आइसलैण्ड (विग्डिस फिन्बोगाडोटीर),a5d43cad782c484cf056ee3c0afa3008ae730dac30ac195df096eed7c77cbe00
217,आइसलैण्ड (साध्य रुप),138efeff03477b161779fa31e0a44e3be50505d710675700b3b654bd752ee451
218,आकाश दिया,ce635300fb64d128c7de69ce7dfc99944d2a36cbaa2267eef81e70c66a16bc79
219,आकाशगंगा,3a2bd880bd02bfd4e48988db52553d9a918e29697d1c58b0b93db980b3c4608a
220,आकाशदीप (1965 फ़िल्म),d3d53370bf65569b7f7a513e2cc10bc51b2d1c2f58810802f59efe0290d92c89
221,आगिन,36955fde699e7edecaaec081b88150aaa74ab00a2c27128c7e349b69bd5a5502
222,आज और कल (1963 फ़िल्म),25a97edbb7c3626742e7ddaa729238a31932b3355a20de9719d7cfdd6c6253e9
223,आजादी के पहला लड़ाई,22fc5d747637b0494cafbe1e3277e0b772786ac9326eed79874781e4aa0ecd85
224,आजादी के बाद साहबगंज,b4c8b14bed115633d713e05508da3fed150be56d72ec95157580909ddbd4b0d8
225,आत्मकथात्मक उपन्यास,3c7f5725437098ae13b488acd4cc93de8b8ec6455e30802af7ffdb75292627a8
226,आत्मा,d5498a4f2a7f76138773182c70c20b3aab58485eac422056a2955901161252dc
227,आत्मा (देवता),80d31dc7e901922ab38360fc39812f1b6ea8b8f7d7404b4c50177ca98b61a7a3
228,आधारपुर दरभंगा,231d89c69ab041fc3c132384be6bf59935a3f3b867ca8ad2711ef1ab38588750
229,आधुनिक मानक अरबी,818d75def1608e014e924a84520f7a5bc6840624b6f67aac4e898c371dacbb74
230,आधुनिक यूनानी भाषा,0a0795ea90e3b4816a2d57750dfc653bb5813fcb7bc82d98d2faa73dd7121aa4
231,आनंदपुर खुर्द,b487a754028a7551e7aa589a8682af64af01f89bda57e60ab5d1ca5eca27b586
232,आनत तल,9a178f557266d0eddefefde0df51b65b7259de455e38e8738f1eb788c318d733
233,आन्द्रेस जोनस आंग्स्ट्राम,5f2e83f71de500049dc67a18fe6679a0447d7b099a1b9006af05f9ff6c3738b2
234,आमाशय,8ab340494c9f91bd097fbbc41d0681c6e89a9fce1ed3aeb2883e352b5f4876a3
235,आम्रपारा,387367a9a4781405bf3d52f58b5c435a62a9a28df8586c42d5736d6ceabba126
236,आयमारा भाषा,332e983f68f3b49d2d000a74ce70588e522ad9254d82850b0c1970e36ec10dbc
237,आयतन,39279e8bba4d57d512a2365448f9d4a51dfb6a99565538e04e883b630b918bf4
238,आमोद मिश्र,0c867f4fbcd305045bcadcc251b588ad14812f64775bd8380fdd4ff707e64da8
239,आदमपुर मुंगेर,a788c97bc1d55828ee16ce38bda44a4b07cfab70956fe2040c3d4be83b77ab74
240,आयरलैंड,7b2801273c296c247266ba4e4519db3c54c225d11b639c74d636193765237314
241,आयरिश भाषा,f3a06500c4734dd3c054cb9a846e357270db293d9b2cd35b3ce17d4326e546a4
242,आयोडीन,4562247f8db472528d36246483f3df12fd660849d5d24c6e8c599dfed9f84af3
243,आरा,d924824335c4749ad9e9167191d62843d45f068a3e3d9a1df93063d2f0849dd9
244,आर्किमिडीज,9884b59df52fbf032af5016901d1b7bea4a665479cdb96dcd477453b70500dbc
245,आर्गन,0a34426758485399b6ddcd628add0fc5a5cf8a5c2e14f09c21082e639a65a49c
246,आर्य प्रवास सिद्धांत,cd82c99d4007ef6d19657e0e11f1e4f5d0f0039f959f87c7a4e1255ff8dad9ec
247,आर्यभट्ट,e49b733cd5b06570f9a4d00ee19956cc16be91703d5b123b6860ee7462dd916a
