lang,length,unit_id,corpus,source_url,text_sha256
nep,L1,5198,nep_wikipedia_2021_100K,,712b78cee0bb81b31811550343db34f9cef15f98783bd697cbe9d5dc5fd8d1d5
nep,L1,5205,nep_wikipedia_2021_100K,,22bfa73955a692a75607b1eb469bef7f5467ab66919a7e5ecdfa2a07ed9fa013
nep,L1,5267,nep_wikipedia_2021_100K,,93155fa44038e85c167bcefe6ce6531997063992426102a838567d062ae5c5a4
nep,L1,5324,nep_wikipedia_2021_100K,,437e3153b805a9fdbcee8c921f1a05543ee58e53b5fc8375dad98cf4f9b2627a
nep,L1,5532,nep_wikipedia_2021_100K,,0b91b1a62799920c054d9e5f3d23ef051d070ea86c569852f3f782658de380c8
nep,L1,5600,nep_wikipedia_2021_100K,,fb371cbb1c080dca6a789a6a81507efcbed6789a52075cb5d6fb029decbfb1e9
nep,L1,5685,nep_wikipedia_2021_100K,,13dbf24d38967cc40b8cf7a7463d2a0a47bc91460568a0f6696e158581f56461
nep,L1,5695,nep_wikipedia_2021_100K,,dc111b71e9e1653db672d4a82d9688a69e2169fb52a8e2c6adcbd836196b5be6
nep,L1,5715,nep_wikipedia_2021_100K,,0a7677dc1b804f990be51f0086e37d6586fdcc0c2b9796eee272c75536481266
nep,L1,5717,nep_wikipedia_2021_100K,,d20d0d1647329006177dcd758337719c00dcd8651d2e70d0eb857c0fa4981792
nep,L1,5749,nep_wikipedia_2021_100K,,757cce24e54a2bed1c824f67f719274aab03b0aa7ee749d3e9657a105ec3fe7a
nep,L1,5777,nep_wikipedia_2021_100K,,d7f3bff4ec0171ce79ad7c5fba99aa5e1a97332d8404f2a16ad67bf88867e212
nep,L1,5812,nep_wikipedia_2021_100K,,9dc2bd5d15b074f6f50b5330600e4f864cfe0eae4832feddcb36ef71f6ac97f1
nep,L1,5881,nep_wikipedia_2021_100K,,29a4b4c61d778e95e8ca6382d9b541cde44fcb6a897133571ecd37fc58133f79
nep,L1,5925,nep_wikipedia_2021_100K,,ff446d72f8e4edec71bc129514f59acd738b9f51d2d332ababf65b5d51438a3c
nep,L1,5929,nep_wikipedia_2021_100K,,69501ee66bd26769d23a97c01a77f002e9376daa7172bd5f9bc425a36777431c
nep,L1,6024,nep_wikipedia_2021_100K,,db2408154df0c5f195257bcf6844c6112367745fdbaba20fc4eeef93bd162d96
nep,L1,6069,nep_wikipedia_2021_100K,,f35d16b25318ecc3595c262f8adf694ceb608b51724883a20e48f00f9fd7db36
nep,L1,6255,nep_wikipedia_2021_100K,,404ab41f0df4a5ebccd793a2b0ca668ee91244ca91d9432a62e68aae9b92e51f
nep,L1,6256,nep_wikipedia_2021_100K,,04508fdd6b91845995bfd5661e878317f567d7400c321010c44f813bb601cfd6
nep,L1,6598,nep_wikipedia_2021_100K,,99b163fe9eaab8108920f765d3d764c9357f6ca9e26c9631e98911295f7b3f0b
nep,L1,6671,nep_wikipedia_2021_100K,,0e24eba26dd9c7ae0ab5ca6986489519784d05b702c7c12e69b065f80d2b3f09
nep,L1,6687,nep_wikipedia_2021_100K,,7392939b90afe588c8158d40421586f9dbda7220fb8ad11cd85937e975fb12b9
nep,L1,6688,nep_wikipedia_2021_100K,,a6b2e653395eeffec3088676fc398f9935a089a5e4696e331c0b653ca535baad
nep,L1,6719,nep_wikipedia_2021_100K,,d00bf74ab4f84d3223d5847343175aa4d52d2a13a68a723f009d4f2688fd5d02
nep,L1,6808,nep_wikipedia_2021_100K,,5ab2a1380844944f9ba158a0ce0f62818a286fc0d2ea7c6b37309b3cabe814bc
nep,L1,6876,nep_wikipedia_2021_100K,,d8704fa3d849d709bcb381d0dca0b22ada1fa5f63e37254a0bc7e780ac6ca6fa
nep,L1,6879,nep_wikipedia_2021_100K,,afada0335ad06a60af97088c0ae82ecce9016180304f5578adc4da314a1b3f20
nep,L1,6910,nep_wikipedia_2021_100K,,88d3c245f928d29e8150e4e48adf16b56ee23f6ec8a0db4391f920ee04641559
nep,L1,6939,nep_wikipedia_2021_100K,,ab5e3d2810c04572bf0af8e0459cce95995405a67dd7b4eff8c2e1bb6b7d5628
nep,L1,6978,nep_wikipedia_2021_100K,,b4d90946657a9dcd1cd8791eb068e67e212bce8803339714d202100ccc0bee0b
nep,L1,7005,nep_wikipedia_2021_100K,,250fe762a082c3ee77d3041c65241f35779b18f02155790dc1089e9abfa10843
nep,L1,7106,nep_wikipedia_2021_100K,,357ecb3b298422d0998bf713f5c1b3d326f6ffaf48c4444b3b1e570ca06fb044
nep,L1,7163,nep_wikipedia_2021_100K,,4b798520f886a5ceff0053c261c0698796e6fc79c789fd8b93030c63b6828b4e
nep,L1,7164,nep_wikipedia_2021_100K,,68a47f62032b0a6d7bf0c3ca14f9dcf385f15ed7bcbfa0c9c312856a73ef377b
nep,L1,7195,nep_wikipedia_2021_100K,,04e9ee64f2d33e7f0846b4fa166a9dcfcf1164c27c2498e942ad1f8182a5cb61
nep,L1,7302,nep_wikipedia_2021_100K,,23d772ac8a6ed594a3cf3c0f090ee3bf6661c924282e915830bd4766ec6bbe72
nep,L1,7322,nep_wikipedia_2021_100K,,e05cc8f7d761cda66c3230cf29305d9c8faf2a69ee7c9f5a659fc7ed9eae5e40
nep,L1,7379,nep_wikipedia_2021_100K,,10c84f3720a6729ec24fbfce5c94d6c5cfb333116e28f0ad7670b9abbe6e9e32
nep,L1,7399,nep_wikipedia_2021_100K,,fd335d48dbf6c3ef3d2d2bbe2a4463e5209e6f6f704f3b0b0fdc61d11b3c0dfe
nep,L1,7451,nep_wikipedia_2021_100K,,693bab1111d5a3aae5b8afb0b3d5d0c30377eb8c48c6601d4c80acf7b809df06
nep,L1,7466,nep_wikipedia_2021_100K,,f120d3ed57f34b1e78f67878a30821beaa5699857361a3152c96039a91c1f239
nep,L1,7490,nep_wikipedia_2021_100K,,8dfe6d027e837c8faf73ddd397efeacfc15fbfec037894577612680f29d89d9b
nep,L1,7627,nep_wikipedia_2021_100K,,0fcee6cbebad2f2a93f041e640cd87d00a1f548d9100eced8a2d11e73fb803e4
nep,L1,7751,nep_wikipedia_2021_100K,,3f8fc2887036c32f446c585cb60f5fab91a546f07b0a631c880e219f14be0f9e
nep,L1,7781,nep_wikipedia_2021_100K,,493f89fa8edebfe7d3f608eb42a57a1dffa10e383b21fc45769cdad1200e147c
nep,L1,7814,nep_wikipedia_2021_100K,,97e534d8b0f0cd54d409c30e580bef24534030cada5966a1199be2a71dab54b9
nep,L1,7819,nep_wikipedia_2021_100K,,2062df0f8c634ba49374c86e9e583b73901e1220bb22e80d69d48de9d82de0bc
nep,L1,7824,nep_wikipedia_2021_100K,,fa52e19243db4dd9515ea21b941f6033029dcf73041fcc362c771b00348a24ff
nep,L1,7878,nep_wikipedia_2021_100K,,aacd5346d43d25b9bd5241b66c40e22d603fae5fb3b2c070cf507edb2062afa1
nep,L1,7906,nep_wikipedia_2021_100K,,014e9686d357273f9a66aeccb750dfd05a7d76b037b35fe1232d41406eccd1d9
nep,L1,7955,nep_wikipedia_2021_100K,,92a8f02e90923266d0fc31917ab6f2dbbd57421397160edbe4c6bfe667644b0f
nep,L1,7966,nep_wikipedia_2021_100K,,941cd9a3bf7eae9c3a0344cb8f5959396c3eef6100b5219d55a2f5d9724be51a
nep,L1,7976,nep_wikipedia_2021_100K,,4b19f7c5d18f887e11021d3f5975c18eaeed93714cae78918b1d794737673c0d
nep,L1,7989,nep_wikipedia_2021_100K,,3b40cd8545d92902412fe95e66b32a0a3c6ebbbcba1c2adb54e5a71973dd1235
nep,L1,8033,nep_wikipedia_2021_100K,,2dd8392ec48e2c3789e57b901a33fc3e3f91088d83e3637cd96603e86a57f267
nep,L1,8063,nep_wikipedia_2021_100K,,57c85317dff3b4825818390e2edee608b5f06fbc358bb9109b652d09c9785694
nep,L1,8104,nep_wikipedia_2021_100K,,ac2b6aef41ee2d0237baec1ab85696174d8056380a61cc51cccc28046a758438
nep,L1,8183,nep_wikipedia_2021_100K,,44ebc1c74e707bd542182ee8de6a7f67a750594356d8014e75d57148e0873545
nep,L1,8207,nep_wikipedia_2021_100K,,2ae1be7ba464f8ecc997dc575f5db8ddd7427ff9b662077b5627d04a2adfa5d8
nep,L1,8248,nep_wikipedia_2021_100K,,aa997cc167774edf781e810c0bbd1c8979d4bbb151136dac7f6662a6878bd4af
nep,L1,8263,nep_wikipedia_2021_100K,,bdc9bb4aeb6741810a912076a41314d1cb2031d31ba92d924079c5a8f61b8e85
nep,L1,8349,nep_wikipedia_2021_100K,,fae8236c4a8f966032acfbe95befad22c46d5c1b54e55256d28179d6899a6cfd
nep,L1,8367,nep_wikipedia_2021_100K,,33b54142cb9174489d5acfe052262d69abbb078692b1d26578aaa62914dd1978
nep,L1,8383,nep_wikipedia_2021_100K,,2a824341b2e3d2a4a5690338e5aab7f71a63e592b83b71d9d1e7aa75c1149f75
nep,L1,8393,nep_wikipedia_2021_100K,,0641e51e12fb4d02f77890fb6a94cf61c4ba4b24731e702599b57106001696b9
nep,L1,8543,nep_wikipedia_2021_100K,,5385dbfe4fa4e42df6348ad43c86a4284b1fe3806cc36a6b44162b15ea313a7b
nep,L1,8560,nep_wikipedia_2021_100K,,8e847ee0221dd6c033964568b1491c94a24ed7f023b2512a4a9d6523d952ffd4
nep,L1,8577,nep_wikipedia_2021_100K,,397c843246edb308f2deb66c3b63df261748e8a3b555c81822190c0593df94d6
nep,L1,8584,nep_wikipedia_2021_100K,,0fdcbf6ecb249c5d488092014f05ddbff5fbfdc3ddcec4d09776d5f430e4e4b7
nep,L1,8592,nep_wikipedia_2021_100K,,12e2cacb14e647e5d653bc6ba28ac879890c2470a5ac7336f0356d658da58c5e
nep,L1,8605,nep_wikipedia_2021_100K,,b1c0918d4307108e71c638a5cb8f1507254da2d82783cf6c1007eb790bc5fec7
nep,L1,8619,nep_wikipedia_2021_100K,,072c03c9929e8479c3d2afa2b79e327a53b103283b264dafecf7a75d86eec8c3
nep,L1,8626,nep_wikipedia_2021_100K,,8741495d39b22a8504d6296155598195e97b68ea36582a40623bf7d61aef2ea9
nep,L1,8673,nep_wikipedia_2021_100K,,dd7cd195e63c656611c96a1258487e05ec0193fbfb0bd40cc13fe7131f1acde9
nep,L1,8674,nep_wikipedia_2021_100K,,8c9ff0fc7290344b03365a4460646181046d689ab71949f2d0ec6b9bf7cbf0d3
nep,L1,8697,nep_wikipedia_2021_100K,,4dad9bd9aa983a490617dfdab784559faf57f13c1fca917741b515e3b4b2a105
nep,L1,8841,nep_wikipedia_2021_100K,,d09e5459db4486af699e03842a93b67ca12fa0a271a1eeb598ce46e2a6813026
nep,L1,8855,nep_wikipedia_2021_100K,,fc263f445a26dd3c2583e47bda221ac47488f2148b38b3b8d4d2c63877fe9a56
nep,L1,8947,nep_wikipedia_2021_100K,,3c6f9bcb4f71e91ef6c2000614c9cc5dbb5d0c9492532d1ddcaf976cec150c4a
nep,L1,9116,nep_wikipedia_2021_100K,,12c1f91c3360e331a7f40dd0e9cd4efa6d235854a183c20155bd0f5038188ded
nep,L1,9166,nep_wikipedia_2021_100K,,ebd47afd6573bb9a99e4ea2f56d0c9ac8501b9593aa442ab7b627079348801d8
nep,L1,9244,nep_wikipedia_2021_100K,,b1688afa176f5855a37c28ef58861fd0092cac086d265bff8736b8553c4cdfda
nep,L1,9262,nep_wikipedia_2021_100K,,93d124295eb1082fec1575cfb67a0c81edcff5848c69723a4386324b43e81a82
nep,L1,9294,nep_wikipedia_2021_100K,,c9ae35b4dfdb0821f87183a12543700c4b396d7a36fe89ad4f5a5b1738c8c5ee
nep,L1,9317,nep_wikipedia_2021_100K,,2494fd48792ccb97ea74a8ebc951bf74220ac31f6a29b02f1841e80250cc48d8
nep,L1,9364,nep_wikipedia_2021_100K,,13c51d0a2a1c3f25696ba2ec6b13bf1c210bee8a734f86b491363ffbba295f44
nep,L1,9429,nep_wikipedia_2021_100K,,f3b6bb21ce5d45b6b3a5ae4a4c51ccfb7bda0a4090976f782feb00b879167311
nep,L1,9492,nep_wikipedia_2021_100K,,e4fac4f6e33575bb78e9cebef570ac492a93f186f4f2c2d0dba7ea4998529bfa
nep,L1,9504,nep_wikipedia_2021_100K,,4bb0d20c6160478966b0bb9d5eed7f4c26bd49ddc87729bafbbf9dc768b9e237
nep,L1,9533,nep_wikipedia_2021_100K,,4903ae95e6ccd43e77ba795d42ae68066bce82c0713330c3674692f237344864
nep,L1,9588,nep_wikipedia_2021_100K,,94c25e66dbad5915e4058d92d0cda9ff7463baca711989ea7c2d6e88d8cdda1f
nep,L1,9606,nep_wikipedia_2021_100K,,3634e33122d7336982559369c52756b17e07de5556c93703cfa05b88b02510e9
nep,L1,9628,nep_wikipedia_2021_100K,,94ac81e2d76f814115c8bb8f3279dc39d68146d24ad8297a7ff15b0cf1c75509
nep,L1,9645,nep_wikipedia_2021_100K,,a413d02424aa0574d2f0ac3c0c970b64f22cc14ded553ee880b9d974c0f6ed5c
nep,L1,9672,nep_wikipedia_2021_100K,,1e3663ab364b891508d47ad23f4cec5f523055c6d4f21d60dc081c87fbe9a692
nep,L1,9737,nep_wikipedia_2021_100K,,3c568b0738aa7dd0b36bfa12f0db31684eb14b66c15e07bd3ef7516707cf8e83
nep,L1,9768,nep_wikipedia_2021_100K,,379a08e746c747e1194861a5a71e5aa7eeb68277342794dacf57d97b279774bc
nep,L1,9781,nep_wikipedia_2021_100K,,e87bd43d7385f615e0b1d42857d2707a4fdd218f151b99766fde34963accb43e
nep,L1,9881,nep_wikipedia_2021_100K,,c88ae53f4c89e4ca84f3575af1541ddee494be752f9973726fb6143cd4d5515b
nep,L1,9899,nep_wikipedia_2021_100K,,0b1f5d5712d2ed3120934e8019cc0e647676ea9f34668844fc1155e09d34bf6d
nep,L1,9935,nep_wikipedia_2021_100K,,780f2ffa314f34424fda73b5fa941625e4a1b2de509ef859b1662eed9ca3ff9c
nep,L1,10012,nep_wikipedia_2021_100K,,a14a49cdb08b0425555f1c49db071ec33850ea03d4e816030366e122f619c70c
nep,L1,10080,nep_wikipedia_2021_100K,,048155626ba3f9d51a91f267117baaae41ae74f3a8436dc291404675286d207e
nep,L1,10201,nep_wikipedia_2021_100K,,657d1f655670dff7f8970e3e81951314b5869460fa4a5efcc1faf4a83f03c3aa
nep,L1,10272,nep_wikipedia_2021_100K,,c3d3677db61693f411d42a1e954083235128b7dd2e3d597185b01c3f08dd0f24
nep,L1,10274,nep_wikipedia_2021_100K,,e05417e25c7c09bb0dff77af868cf340c1d958b3cc7a4a13e60bc7eac55f515c
